고유번호,지역,상호,상표,주소,전화번호
A0031730,경북 경주시,용강LPG충전소,S-OIL,경북 경주시 산업로 4490 (용강동),054-775-0051,
A0032901,경북 경주시,아화만남충전소,SK에너지,경북 경주시 서면 대경로 3004,054-751-8030,
A0032929,경북 경주시,동천LPG충전소,E1,경북 경주시 알천북로 419,054-774-8845,
A0033498,경북 경주시,녹동LPG충전소,SK에너지,경북 경주시 외동읍 관문로 877,054-771-4471,
A0012863,경북 김천시,김천평화충전소,E1,경북 김천시 지좌강변길 27,054-436-1011,
A0025258,경북 김천시,김천LPG충전소 (주)서일,GS칼텍스,경북 김천시 영남대로 1348,054-431-2800,
A0025266,경북 김천시,제일엘피지충전소,S-OIL,경북 김천시 영남대로 1630,054-434-2800,
A0025325,경북 김천시,김천나들목충전소,GS칼텍스,경북 김천시 영남대로 1471 (부곡동),054-435-4888,
A0025340,경북 김천시,SK행복충전 행복한충전소,SK가스,경북 김천시 영남대로 2159 (덕곡동),054-435-5185,
A0025360,경북 김천시,SK행복충전 아포가스충전소,SK가스,경북 김천시 아포읍 아포대로 999,054-437-7999,
A0025371,경북 김천시,김천IC충전소,S-OIL,경북 김천시 대학로 55,054-432-2047,
A0025456,경북 김천시,SK행복충전 서일산업(주)대광가스,SK가스,경북 김천시 환경로 164 (대광동),054-434-5100,
A0025482,경북 김천시,추풍령(하)주유소/충전소,SK에너지,경북 김천시 봉산면 경부고속도로 213-1,054-430-0502,
A0025491,경북 김천시,(주)에스피씨삼립김천(서울방향)주유소,HD현대오일뱅크,경북 김천시 농소면 경부고속도로 194-2,054-431-4477,
A0025493,경북 김천시,추풍령(서울방향)주유소,E1,경북 김천시 봉산면 경부고속도로 214-2,054-430-0503,
A0025495,경북 김천시,(주)에스피씨삼립김천(부산방향)주유소,GS칼텍스,경북 김천시 농소면 경부고속도로 193-2,054-435-0266,
A0025499,경북 김천시,신도시충전소,SK에너지,경북 김천시 시청로 21,0,
A0025962,경북 김천시,㈜씨에스에너지직영 샛별LPG충전소,SK에너지,경북 김천시 아포읍 아포대로 696,054-430-5151,
A0025712,경북 영주시,SK행복충전 대영가스충전소,SK가스,경북 영주시 원당로 358-8 (상망동),054-636-6678,
A0025733,경북 영주시,동진충전소,GS칼텍스,경북 영주시 원당로 258 (상망동),054-632-6646,
A0025734,경북 영주시,풍기LPG충전소,S-OIL,경북 영주시 봉현면 신재로 860,054-636-9762,
A0025755,경북 영주시,영주가스충전소,GS칼텍스,경북 영주시 구성로294번길 6 (휴천동),054-631-2221,
A0025783,경북 영주시,영주시민충전소,S-OIL,경북 영주시 가흥로 167 (가흥동),054-636-0788,
A0025785,경북 영주시,SK행복충전 우성충전소,SK가스,경북 영주시 원당로 389 (상망동),054-633-6351,
A0025790,경북 영주시,송리원LPG충전소,GS칼텍스,경북 영주시 이산면 경북대로 2932,054-633-1273,
A0025793,경북 영주시,영주IC충전소,S-OIL,경북 영주시 가흥로 81 (문정동),054-638-8448,
A0023705,경북 영천시,SK행복충전 대성지엘충전소,SK가스,경북 영천시 고경면 호국로 1534,054-337-7141,
A0023861,경북 영천시,우리LPG충전소,GS칼텍스,경북 영천시 금호읍 금호로 393-1,054-337-0353,
A0023946,경북 영천시,SK행복충전 영동LPG충전소,SK가스,경북 영천시 장천길 6 (조교동),054-335-3564,
A0023954,경북 영천시,영천오렌지충전소,E1,경북 영천시 호국로 108 (망정동),054-333-1001,
A0024051,경북 영천시,SK행복충전 만남의충전소,SK가스,경북 영천시 장수로 100 (화룡동),054-331-5189,
A0024287,경북 영천시,씨앤에스에너지(주)영천(포항방향)주유소,SK가스,경북 영천시 임고면 운주로 777,054-338-9135,
A0024288,경북 영천시,씨앤에스에너지㈜영천(대구방향)주유소/충전소,SK가스,경북 영천시 임고면 운주로 791,054-338-9301,
A0024296,경북 영천시,(주)바이오시스청통(상)주유소/충전소,S-OIL,경상북도 영천시 청통면 청통로 334-42,054-337-5074,
A0024302,경북 영천시,SK행복충전 팔팔LPG충전소,SK가스,경북 영천시 천문로 484 (화룡동),054-338-9102,
A0025058,경북 영천시,영천고속LPG충전소,S-OIL,경북 영천시 영천아이시로 79 (봉동),054-338-1150,
A0024890,경북 안동시,대동LPG충전소,S-OIL,경북 안동시 경북대로 176 (수상동),054-858-3837,
A0024892,경북 안동시,옥동LPG충전소,S-OIL,경북 안동시 은행나무로 67 (옥동),054-855-9980,
A0024929,경북 안동시,SK행복충전 추광충전소,SK가스,경북 안동시 경동로 1082 (용상동),054-823-5188,
A0024961,경북 안동시,SK행복충전 영풍에너지충전소,SK가스,경북 안동시 경북대로 545 (송현동),054-855-3673,
A0024988,경북 안동시,용두주유소/충전소,GS칼텍스,경북 안동시 남후면 경북대로 8002,054-854-5252,
A0025088,경북 안동시,SK행복충전 삼성충전소,SK가스,경북 안동시 태화중앙로 67 (태화동),054-852-2439,
A0025122,경북 안동시,(주)안동개인택시 충전소,E1,경북 안동시 앙실로 402-17 (수하동),054-859-4086,
A0025169,경북 안동시,㈜광동유통 안동(부산방향)주유소,E1,경북 안동시 풍산읍 풍산태사로 1903-17,054-853-9758,
A0025170,경북 안동시,(주)광동유통 안동(춘천방향)주유소/충전소,S-OIL,경북 안동시 풍산읍 풍산태사로 1913-54,054-854-3324,
A0025190,경북 안동시,대성산업(주)낙동강충전소,GS칼텍스,경북 안동시 경동로 823 (용상동),054-821-2728,
A0033602,경북 안동시,도청LPG충전소,S-OIL,경북 안동시 풍산읍 도청대로 716,000-000-0000,
A0033620,경북 안동시,안동VIP충전소,E1,경북 안동시 경동로 962 (용상동),054-821-1005,
A0022863,경북 구미시,오성가스충전소,GS칼텍스,경북 구미시 수출대로 106 (공단동),054-463-6504,
A0025922,경북 구미시,문화가스충전소,GS칼텍스,경북 구미시 구미중앙로 160-1,054-454-5601,
A0025932,경북 구미시,북구미IC엘피지충전소,HD현대오일뱅크,경북 구미시 야은로 344 (도량동),054-451-0052,
A0025959,경북 구미시,SK행복충전 오태LPG충전소,SK가스,경북 구미시 오태길 5 (오태동),054-464-1151,
A0025979,경북 구미시,구미가스충전소,S-OIL,경북 구미시 신비로 155 (비산동),054-461-2077,
A0026004,경북 구미시,남구미IC LPG충전소,HD현대오일뱅크,경북 구미시  낙동강변로 73 (오태동),054-465-5177,
A0026018,경북 구미시,(주)대용,GS칼텍스,경북 구미시 고아읍 선산대로 514,054-451-5277,
A0026038,경북 구미시,SK행복충전 SK지산LPG충전소,SK가스,경북 구미시 야은로 523 (지산동),054-452-3200,
A0026056,경북 구미시,(주)화경 인동충전소,SK가스,경북 구미시 인동가산로 454,054-475-2456,
A0026089,경북 구미시,SK행복충전 금오공대입구충전소,SK가스,경북 구미시 산호대로 600 (거의동),054-475-6200,
A0026174,경북 구미시,강동LPG충전소,GS칼텍스,경북 구미시 인동가산로 442-1 (구평동),054-472-0019,
A0026178,경북 구미시,태성충전소,자가상표,경북 구미시 금오대로 486 (임은동),054-464-6229,
A0026199,경북 구미시,(주)신라충전소 원평지점,GS칼텍스,경북 구미시 야은로 710 (원평1동),054-465-0017,
A0026257,경북 구미시,구미광평LPG충전소,E1,경북 구미시 수출대로 17 (광평동),054-463-8801,
A0026258,경북 구미시,우리LPG충전소,HD현대오일뱅크,경북 구미시 금오대로 413,054-465-3375,
A0026323,경북 구미시,SK행복충전 선산LPG충전소,SK가스,경북 구미시 고아읍 선산대로 1211,054-482-2277,
A0026342,경북 구미시,구미LPG충전소,E1,경북 구미시 구미대로 276,054-463-5115,
A0026352,경북 구미시,주식회사신라충전소,GS칼텍스,경북 구미시 낙동대로 830,054-456-7777,
A0026359,경북 구미시,구미개인택시충전소,E1,경북 구미시 야은로 350 (도량동),054-444-7975,
A0026361,경북 구미시,구미개인택시2충전소,E1,경북 구미시 박정희로 294 (사곡동),054-463-0066,
A0026372,경북 구미시,(주)더웨이유통 선산(창원방향)주유소,E1,경북 구미시 옥성면 중부내륙고속도로 129,054-482-6034,
A0026373,경북 구미시,(주)더웨이유통 선산(양평방향)주유소,E1, 경상북도 구미시 옥성면 중부내륙고속도로 128-1,054-482-6014,
A0032974,경북 구미시,양포LPG충전소,SK에너지,경북 구미시 옥계2공단로 554,054-472-0099,
A0033135,경북 구미시,(주)미성에너지 녹색충전소,E1,경북 구미시 장천면 산호대로 1390,054-476-0087,
A0033561,경북 구미시,구미보충전소,S-OIL,경북 구미시 해평면 낙동대로 2469,054-456-5989,
A0025556,경북 문경시,서울LPG충전소,S-OIL,경북 문경시 문경읍 문경대로 2108,054-571-0131,
A0025606,경북 문경시,일광가스충전소,E1,경상북도 문경시  경서로 115 (점촌동),054-553-1433,
A0025662,경북 문경시,SK행복충전 문경LPG충전소,SK가스,경북 문경시 공평로 211 (공평동),054-554-8020,
A0025685,경북 문경시,한국도로공사 문경(양평방향)주유소/충전소,GS칼텍스,경북 문경시 중부내륙고속도로 174-1,054-554-1614,
A0025694,경북 문경시,(주)서원문경(하)주유소/충전소,GS칼텍스,경북 문경시 중부내륙고속도로 173-1,054-554-1659,
A0001250,경북 상주시,남상주충전소,E1,경북 상주시 경상대로 2683 (가장동),054-536-3005,
A0010221,경북 상주시,화서(상주)주유소/충전소,HD현대오일뱅크,경북 상주시 화서면 터골길 51-25,054-531-1984,
A0025513,경북 상주시,SK행복충전 상산LPG충전소,SK가스,경북 상주시 상산로 458 (만산동),054-533-5577,
A0025534,경북 상주시,상주IC충전소,S-OIL,경북 상주시 영남제일로 1339 (외답동),054-532-3800,
A0025582,경북 상주시,상주LPG충전소,자가상표,경북 상주시 영남제일로 1950 (연원동),054-531-0003,
A0025622,경북 상주시,동상주IC충전소,자가상표,경북 상주시 낙동면 낙동대로 4547,054-535-5188,
A0025670,경북 상주시,(유)승춘에너지주유소/충전소,S-OIL,경북 상주시 함창읍 함창로 581,054-553-0845,
A0026341,경북 상주시,북상주IC주유소/충전소,S-OIL,경북 상주시 공검면 경상대로 4155,054-541-2575,
A0005088,경북 경산시,경산신천LPG충전소,E1,경북 경산시 원효로 426,053-801-8583,
A0024982,경북 경산시,(주)화경 경산충전소,SK가스,경북 경산시 진량읍 의송길 9,053-851-6981,
A0026330,경북 경산시,SK행복충전 경산VIP충전소,SK가스,경북 경산시 경산로 299 (중산동),053-816-0550,
A0026502,경북 경산시,대경LPG충전소,GS칼텍스,경북 경산시 와촌면 팔공로 304,053-853-5882,
A0026770,경북 경산시,SK행복충전 금호LPG충전소,SK가스,경북 경산시 와촌면 대경로 958,053-853-8886,
A0026802,경북 경산시,하양우성LPG충전소,S-OIL,경북 경산시 하양읍 대경로 844,053-854-1786,
A0026803,경북 경산시,SK행복충전 하양엘피지충전소,SK가스,경북 경산시 하양읍 하양로 254,053-853-5700,
A0026805,경북 경산시,경산제일주유소/충전소,SK가스,경북 경산시 삼성현로 196,053-812-0666,
A0026807,경북 경산시,월드컵LPG충전소,E1,경북 경산시 삼성현로 56 (옥산동),053-813-4848,
A0026952,경북 경산시,호동제1충전소,GS칼텍스,경북 경산시 진량읍 대학로 945,053-857-8025,
A0026974,경북 경산시,SK행복충전 명성가스충전소,SK가스,경북 경산시 대학로 31 (정평동),053-811-4451,
A0026975,경북 경산시,(주)한라석유 평사주유소,GS칼텍스,경북 경산시 진량읍 경부고속도로 105,053-851-6110,
A0026983,경북 경산시,(주)대평LPG충전소,E1,경북 경산시 경안로 419,053-815-8556,
A0026984,경북 경산시,(주)남부에너비스,SK에너지,경북 경산시 옥산로 138 (옥산동),053-811-5151,
A0027009,경북 경산시,(주)바이오시스와촌(하)주유소,S-OIL,경북 경산시 와촌면 강학길 103,053-853-1082,
A0027026,경북 경산시,KIS정보통신㈜경산(서울방향)주유소,SK에너지,경북 경산시 진량읍 대학로 1089,053-851-7025,
A0029067,경북 경산시,(주)덕양가스(경산),S-OIL,경북 경산시 진량읍 공단로 172,053-851-8560,
A0024909,경북 의성군,안계공단충전소,S-OIL,경북 의성군 안계면 서부로 1783,054-862-6001,
A0024966,경북 의성군,의성쌍용충전소,S-OIL,경북 의성군 봉양면 경북대로 4899,054-834-1477,
A0025204,경북 의성군,비안쌍용자동차충전소,S-OIL,경북 의성군 비안면 서부로 1017,054-861-6863,
A0025573,경북 의성군,의성충전소,SK가스,경북 의성군 의성읍 북부길 138,054-834-8489,
A0026073,경북 의성군,희망충전소,S-OIL,경상북도 의성군 단밀면 낙동대로 3962,054-861-1566,
A0033099,경북 의성군,㈜케이알산업 의성(영덕)주유소/충전소,E1,경북 의성군 안계면 새못안길 45-47,054-862-9036,
A0033101,경북 의성군,㈜케이알산업 의성(상주)주유소/충전소,E1,경북 의성군 안계면 새못안길 45-49,054-862-9254,
A0033180,경북 의성군,낙동강구미주유소/충전소,SK에너지,경북 구미시 도개면 용산3길 122-65,054-475-7630,
A0033181,경북 의성군,낙동강의성주유소/충전소,SK에너지,경북 의성군 단밀면 도안로 757-67,054-475-7632,
A0033577,경북 의성군,조은에너지,SK에너지,경북 의성군 의성읍 경북대로 6180,054-834-8489,
A0024952,경북 청송군,청송LPG충전소,S-OIL,경북 청송군 청송읍 길안청송로 1689,054-874-5038,
A0025185,경북 청송군,(주)청양에너지 청송지점,HD현대오일뱅크,경북 청송군 진보면 경동로 4493,054-872-9701,
A0025048,경북 영양군,영양LPG충전소,E1,경북 영양군 영양읍 영양로 1267,054-683-7737,
A0024780,경북 영덕군,천일가스,E1,경북 영덕군 영덕읍 남산2길 2-17,054-733-1001,
A0024799,경북 영덕군,SK행복충전 영덕LPG충전소,SK가스,경북 영덕군 축산면 영덕로 1379,054-734-5108,
A0024812,경북 영덕군,강구 LPG 충전소,GS칼텍스,경상북도 영덕군 강구면 동해대로 4383,054-732-2944,
A0024818,경북 영덕군,구계휴게주유소충전소,S-OIL,경북 영덕군 남정면 동해대로 3945,054-734-1783,
A0024860,경북 영덕군,(주)서광 해맞이휴게주유소/충전소,S-OIL,경북 영덕군 병곡면 동해대로 7918,054-734-8200,
A0024864,경북 영덕군,(주)세븐충전소,SK에너지,경북 영덕군 영해면 318만세길 49-20,054-734-7447,
A0026878,경북 청도군,늘푸른충전소,GS칼텍스,경북 청도군 화양읍 청려로 1894,054-373-9945,
A0026902,경북 청도군,새청도 LPG충전소,S-OIL,경북 청도군 청도읍 새마을로 1307,054-373-6697,
A0027005,경북 청도군,㈜케이알산업 청도(하)주유소/충전소,SK에너지,경북 청도군 청도읍 하지길 59-49,054-372-0070,
A0027007,경북 청도군,㈜케이알산업 청도(상)주유소/충전소,SK에너지,경북 청도군 청도읍 하지길 59-50,054-371-5103,
A0023184,경북 고령군,고령LPG충전소,GS칼텍스,경북 고령군 대가야읍 일량로 73,054-956-3189,
A0025407,경북 성주군,성주LPG충전소,E1,경북 성주군 선남면 성주로 3637,054-931-2229,
